PAIS,FORMATO,ZONA,CODIGO_FAMILIA,CATEGORY_NBR,CATEGORY_DESC,MARCA,FINELINE,N_FINELINE,N_MARCA,COST_UNIT,SELL_QTY,TOTAL_SKUS,ITEM_PRIMARIO,DESC_PRIMARIO,VENTAS_PRIMARIO,PRECIO_PRIMARIO,ROTACION_PRIMARIO,N_PRECIOS_DISTINTOS,SKUS_IGUAL_PRECIO,SKUS_DIFERENTE_PRECIO,SKUS_SIN_PRECIO,PCT_ALINEACION,OBSERVACIONES
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0319,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB PACK PERSONAL,1760,1324,2136.7509,3000.0,1,75049244,12 PACK COCA COLA SIN AZUCAR 250 ML,293975.0,2500.0,133.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0320,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB PACK FAMILIAR,1758,1324,2404.8773,5000.0,1,70599688,2P 2.5 COCA COLA SIN AZUCAR 5000ML,0,2620.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0321,6894,BEVERAGE ALCOHOL - BEER D96,HOLTLAND,CERVEZA LAGER UNIDAD,1025,230419,487.5046,330.0,1,75131653,HOLTLAND CERVEZA BELGICA 330ML,487.0,550.0,1.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0322,6894,BEVERAGE ALCOHOL - BEER D96,DAMM,CERVEZA LAGER UNIDAD,1025,44749,784.22,250.0,2,75276744,CERVEZA DAMM S ALC 250ML BOT,0,1080.0,,2,1,1,0,50.0,Primario sin ventas registradas | 1/2 SKUs desalineados
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0323,6894,BEVERAGE ALCOHOL - BEER D96,CARLSBERG,CERVEZA LAGER UNIDAD,1025,1034,2855.51,1980.0,1,75378638,CERCEZA CARLSBERG LATA 4MAS2 1980 ML,0,3660.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0324,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB PACK PERSONAL,1760,1324,4199.08,237.0,1,75313524,12 PK CCSO MINILATA 237 ML,0,4930.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0325,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB PACK PERSONAL,1760,1324,14948.77,2844.0,1,75476045,COCA COLA MINILATA Y BALON 12P 2844ML,123890.0,14000.0,10.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0326,6894,BEVERAGE ALCOHOL - BEER D96,BUDWEISER,CERVEZA LAGER UNIDAD,1025,890,798.9552,355.0,1,9615827,CERVEZA BUDWEISER BOTELLA 355 ML,0,960.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0327,6894,BEVERAGE ALCOHOL - BEER D96,LINDEMANS,CERVEZA LAGER UNIDAD,1025,3738,2074.5896,250.0,1,70593522,CERVEZA LINDEMANS ARTESAN MELOCOTO 250ML,0,2590.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0328,6894,BEVERAGE ALCOHOL - BEER D96,STELLA ARTOIS,CERVEZA PILSENER UND,1275,6054,899.9998,330.0,1,75525775,CERVEZA STELLA LT 330ML,0,1180.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0329,6894,BEVERAGE ALCOHOL - BEER D96,FLORIDA,ENVASE VACIO CERVEZA,1375,2375,401.15,1.0,1,70155204,FLORIDA ENVASE VACIO CERVEZA 1 L,6656.0,470.0,16.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0330,6987,BEVERAGES - CARBONATED-D95,7UP,BEB SABOR REGUL PERS,1756,31,628.28,600.0,1,9523436,REFRESCO 7UP GASEOSO PET 600ML,10838.0,790.0,17.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0331,6894,BEVERAGE ALCOHOL - BEER D96,MOOSEHEAD,CERVEZA LAGER UNIDAD,1025,43551,728.85,341.0,1,70199225,CERVEZA CRACKED CANOE BOTELLA 341 ML,0,980.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0332,6894,BEVERAGE ALCOHOL - BEER D96,KRIEK,CERVEZA LAGER UNIDAD,1025,30145,1925.52,250.0,1,70295624,CERVEZA KRIEK LINDEMANS SAB CEREZA 250ML,0,2160.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0333,6894,BEVERAGE ALCOHOL - BEER D96,LEFFE,CERVEZA ARTESANAL,1028,3673,1276.9,330.0,1,9606223,CERVEZA LEFFE RUBIA BOTELLA 330ML,0,1430.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
