PAIS,Formato,ZONA,CODIGO_FAMILIA,DESC_PRIMARIO,SKU_PRIMARIO,PRECIO_PRIMARIO,TAMANO_PRIMARIO,MEDIDA_PRIMARIO,SKU_SECUNDARIO,AGRUPACION,DESC_SECUNDARIO,PRECIO_SECUNDARIO,TAMANO_SECUNDARIO,MEDIDA_SECUNDARIO,FACTOR_DE_CONVERSION,AHORRO_DIFERENCIAL,DIFERENCIA_ABSOLUTA,DIFERENCIA_PCT,EVALUACION,Ventas,Rotaciones,Sell_QTY,CATEGORIA,MARCA
CR,DESCUENTO,SAN JOSE,75053378,ATUN SULI TROCITOS EN ACEITE 140 GR,75053378,470.0,140.0,GR,75053380,SECUNDARIO,ATUN SULI TROCITOS EN ACEITE 295 GR,800.0,295.0,GR,2.10714285714285,0.97,330.0,70.21,Mayor al primario - Esperado para pack,2595428.0,3282.0,295.0,SEAFOOD-FISH-D92,SULI
CR,BODEGAS,SAN JOSE,70568253,LECHE UHT DELACTOMY 2% 946 ML EDGE,70568253,1170.0,946.0,ML,70568318,SECUNDARIO,LECHE UHT DELACTOMY 2% 946 ML 3 PACK,3460.0,2838.0,ML,3.0,0.97,2290.0,195.73,Mayor al primario - Esperado para pack,2593324.0,760.0,2838.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,BODEGAS,SAN JOSE,70568344,LECHE DOS PINOS DELACTOMY 946 ML EDGE,70568344,1220.0,946.0,ML,70050503,SECUNDARIO,LECHE DOS PINOS DELACTOMY 946 ML 2PACK,1920.0,1892.0,ML,2.0,0.75,700.0,57.38,Mayor al primario - Esperado para pack,2577917.0,1361.0,1892.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,DESCUENTO,CARTAGO,70568303,LECHE LIQ DOS PINOS PINITO TB 1L,70568303,1150.0,1000.0,ML,70050505,SECUNDARIO,LECHE DOS PINOS PINITO LIQ 2PACK 1L,1730.0,2000.0,ML,2.0,0.75,580.0,50.43,Mayor al primario - Esperado para pack,2565644.0,1501.0,2000.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,BODEGAS,RURAL NORTE,75260390,LECHE SULI SEMIDESCREMADA UHT 1000ML,75260390,750.0,1000.0,ML,75260389,SECUNDARIO,LECHE SULI SEMIDESCREMADA UHT 3000ML 3PK,2250.0,3000.0,ML,3.0,0.96,1500.0,200.0,Mayor al primario - Esperado para pack,2560974.0,1155.0,3000.0,MILK&CREM-SUBSTUT-SHELF-D95,SULI
CR,BODEGAS,RURAL NORTE,70361629,LECHE UHT PROD BIENESTAR 2PINOS 1000 ML,70361629,970.0,1000.0,ML,70156186,SECUNDARIO,LECHE PROD BIENESTAR 3 PACK 1000 ML,2350.0,3000.0,ML,3.0,0.85,1380.0,142.27,Mayor al primario - Esperado para pack,2555983.0,1102.0,3000.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,DESCUENTO,PACIFICO SUR,9514981,DOS PINOS LECHE EN POLVO PINITO 400GR,9514981,2950.0,400.0,GR,75171033,SECUNDARIO,LECHE POLVO PINITO 3 PACK 1200GR,6200.0,1200.0,GR,3.0,0.66,3250.0,110.17,Mayor al primario - Esperado para pack,2550483.0,417.0,1200.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,DESCUENTO,SAN JOSE,70504537,QUESO CREMA CORONADO ZARCERO 210GR,70504537,1190.0,210.0,GR,70447041,SECUNDARIO,QUESO CREMA CORONADO ZARCER 2PACK 210 GR,1790.0,420.0,GR,2.0,0.85,600.0,50.42,Mayor al primario - Esperado para pack,2547013.0,1464.0,420.0,CHEESES-D90,CORONADO
CR,SUPERMERCADOS,PE HEREDIA GAM,75202236,POLL ROSTIZADO BBQ MARKETSIDE UND,75202236,3800.0,1.0,EA,75288386,SECUNDARIO,POLLO ROSTI HIERBAS MARKETSID UND,4940.0,1.0,EA,1.3,1.0,1140.0,30.0,Mayor al primario - Esperado para pack,2541503.0,623.12,1.0,PREPARED FOOD -MEAT-SEAFOOD D39,MARKETSIDE
CR,BODEGAS,CARTAGO,75053378,ATUN SULI TROCITOS EN ACEITE 140 GR,75053378,470.0,140.0,GR,75068000,SECUNDARIO,ATÚN SULI TROCITOS EN ACEITE 6PK 840GR,2940.0,840.0,GR,6.0,0.83,2470.0,525.53,Mayor al primario - Esperado para pack,2540584.0,877.0,840.0,SEAFOOD-FISH-D92,SULI
CR,WALMART,SAN JOSE,70522283,LECHE PROTEINA DOS PINOS VAINILLA 250ML,70522283,750.0,250.0,ML,70682361,SECUNDARIO,LECHE UHT 50 MAS PROTE SURTI 250ML 6PK,3500.0,1.5,ML,6.0,0.83,2750.0,366.67,Mayor al primario - Esperado para pack,2506113.0,725.0,1.5,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,WALMART,PE GENERAL OESTE,75395135,SANDIA KILO,75395135,230.0,1.0,KG,75395136,SECUNDARIO,SANDIA SELECCION ESPECIAL KG,260.0,1.0,KG,1.0,1.1,30.0,13.04,Mayor al primario - Esperado para pack,2503409.0,4008.54,1.0,FRUIT - FRESH - CUT AND WHOLE D94,HORTIFRUTI
CR,SUPERMERCADOS,SAN JOSE,70499907,TIPO QUESO MOZZ RALLAD GREAT VALUE 227GR,70499907,1470.0,227.0,GR,75053689,SECUNDARIO,TIPO QUESO MOZZA SEMDESCRE RALLAD 2270GR,6600.0,2270.0,GR,10.0,0.86,5130.0,348.98,Mayor al primario - Esperado para pack,2450142.0,335.0,2270.0,CHEESES-D90,GREAT VALUE
CR,WALMART,SAN JOSE,70106055,ATUN SARDIMAR LIGHT TROZOS EN AGUA 140GR,70106055,1620.0,105.0,GR,70193415,SECUNDARIO,ATUN SARDIMAR AGUA 4PACK 560GR,4940.0,105.0,GR,4.0,0.87,3320.0,204.94,Mayor al primario - Esperado para pack,2436437.0,558.0,105.0,SEAFOOD-FISH-D92,SARDIMAR
CR,DESCUENTO,HEREDIA - GAM,75053378,ATUN SULI TROCITOS EN ACEITE 140 GR,75053378,470.0,140.0,GR,75068000,SECUNDARIO,ATÚN SULI TROCITOS EN ACEITE 6PK 840GR,2770.0,840.0,GR,6.0,0.83,2300.0,489.36,Mayor al primario - Esperado para pack,2433138.0,889.0,840.0,SEAFOOD-FISH-D92,SULI
CR,SUPERMERCADOS,SAN JOSE,70073499,LECHE DOBLE PROTEINA UHT DP 946ML EDGE,70073499,1740.0,946.0,ML,75114759,SECUNDARIO,LECHE DOBLE PROTEINA UHT DP 3PACK 946 ML,4000.0,2838.0,ML,3.0,0.85,2260.0,129.89,Mayor al primario - Esperado para pack,2430883.0,615.0,2838.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,DESCUENTO,LIMON,75088630,ACEITE SULI VEGETAL 500 ML,75088630,500.0,500.0,ML,75313695,SECUNDARIO,ACEITE SULI VEGETAL 3000ML,3010.0,3000.0,ML,5.99999999999999,0.909090909090909,2510.0,502.0,Mayor al primario - Esperado para pack,2411914.0,811.0,3000.0,OILS & FATS-D92,SULI
CR,DESCUENTO,LIMON,75053378,ATUN SULI TROCITOS EN ACEITE 140 GR,75053378,500.0,140.0,GR,75068000,SECUNDARIO,ATÚN SULI TROCITOS EN ACEITE 6PK 840GR,2920.0,840.0,GR,6.0,0.83,2420.0,484.0,Mayor al primario - Esperado para pack,2411464.0,835.0,840.0,SEAFOOD-FISH-D92,SULI
CR,DESCUENTO,PACIFICO CENTRAL,75260390,LECHE SULI SEMIDESCREMADA UHT 1000ML,75260390,750.0,1000.0,ML,75260389,SECUNDARIO,LECHE SULI SEMIDESCREMADA UHT 3000ML 3PK,2260.0,3000.0,ML,3.0,0.96,1510.0,201.33,Mayor al primario - Esperado para pack,2386236.0,1069.0,3000.0,MILK&CREM-SUBSTUT-SHELF-D95,SULI
CR,SUPERMERCADOS,SAN JOSE,70568303,LECHE LIQ DOS PINOS PINITO TB 1L,70568303,1150.0,1000.0,ML,70050505,SECUNDARIO,LECHE DOS PINOS PINITO LIQ 2PACK 1L,1800.0,2000.0,ML,2.0,0.75,650.0,56.52,Mayor al primario - Esperado para pack,2369978.0,1342.0,2000.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,WALMART,SAN JOSE,70568309,LECHE LIQ CORON SEMIDESCR 2 PORC TB 1L,70568309,980.0,1000.0,ML,70568308,SECUNDARIO,LECHE LIQUIDA CORONADO SEMIDESC 6 PACK,5500.0,6000.0,ML,6.0,0.95,4520.0,461.22,Mayor al primario - Esperado para pack,2335337.0,430.0,6000.0,MILK&CREM-SUBSTUT-SHELF-D95,CORONADO
CR,DESCUENTO,SAN JOSE,70568251,LECHE DOS PINOS SEMIDESCREMADA 1L TB,70568251,1050.0,1000.0,ML,70493951,SECUNDARIO,DOS PINOS 3 PACK SEMIDESCREMADA LITRO,3120.0,3000.0,ML,3.0,0.97,2070.0,197.14,Mayor al primario - Esperado para pack,2315545.0,751.0,3000.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,DESCUENTO,PACIFICO SUR,75053378,ATUN SULI TROCITOS EN ACEITE 140 GR,75053378,470.0,140.0,GR,75068000,SECUNDARIO,ATÚN SULI TROCITOS EN ACEITE 6PK 840GR,2960.0,840.0,GR,6.0,0.83,2490.0,529.79,Mayor al primario - Esperado para pack,2311433.0,790.0,840.0,SEAFOOD-FISH-D92,SULI
CR,BODEGAS,CARTAGO,70361629,LECHE UHT PROD BIENESTAR 2PINOS 1000 ML,70361629,970.0,1000.0,ML,70156186,SECUNDARIO,LECHE PROD BIENESTAR 3 PACK 1000 ML,2350.0,3000.0,ML,3.0,0.85,1380.0,142.27,Mayor al primario - Esperado para pack,2310740.0,995.0,3000.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,DESCUENTO,ALAJUELA - GAM,75260390,LECHE SULI SEMIDESCREMADA UHT 1000ML,75260390,740.0,1000.0,ML,75260389,SECUNDARIO,LECHE SULI SEMIDESCREMADA UHT 3000ML 3PK,2110.0,3000.0,ML,3.0,0.96,1370.0,185.14,Mayor al primario - Esperado para pack,2306594.0,1110.0,3000.0,MILK&CREM-SUBSTUT-SHELF-D95,SULI
CR,DESCUENTO,ALAJUELA - GAM,9216954,ACEITE SOYA SABEMAS BOTE 3000 ML,9216954,3330.0,3000.0,ML,70172828,SECUNDARIO,ACEITE SABEMAS SOYA 900 ML,800.0,900.0,ML,0.3,1.07062665850173,-2530.0,-75.98,REVISAR: Precio menor al primario,2298753.0,2917.0,900.0,OILS & FATS-D92,SABEMAS
CR,DESCUENTO,SAN JOSE,9002828,YOGUR DOS PINOS TOP ARROZ C CHOC 150GR,9002828,720.0,150.0,GR,70325731,SECUNDARIO,YOGURT DOS PINOS TOP CHOC ARR 4X3 170 GR,2180.0,510.0,GR,3.0,1.0,1460.0,202.78,Mayor al primario - Esperado para pack,2282659.0,975.0,510.0,YOGURT D90,DOS PINOS
CR,DESCUENTO,SAN JOSE,9002261,NATILLA DEL PRADO CON SAL 300 GR,9002261,1060.0,300.0,GR,70450839,SECUNDARIO,NATILLA DEL PRADO CON SAL 500GR,1490.0,500.0,GR,1.31,1.0,430.0,40.57,Mayor al primario - Esperado para pack,2248144.0,1533.0,500.0,MILK&CREM-SUBSTUT-REFRG-D90,DEL PRADO
CR,DESCUENTO,PE ORIENTAL CENTRO,70055293,MOLIDA ESPECIAL RES MAGRA 85 GRASA 15 KG,70055293,3700.0,1.0,KG,70498829,SECUNDARIO,MOLIDA ESPECIAL 85 MAGRA 15 GRASA 500G,1800.0,500.0,GR,0.5,1.0,-1900.0,-51.35,REVISAR: Precio menor al primario,2216621.0,1573.0,500.0,BEEF -D93,DON CRISTOBAL
CR,SUPERMERCADOS,PE HEREDIA GAM,75395135,SANDIA KILO,75395135,540.0,1.0,KG,75395136,SECUNDARIO,SANDIA SELECCION ESPECIAL KG,590.0,1.0,KG,1.0,1.1,50.0,9.26,Mayor al primario - Esperado para pack,2212150.0,3560.23,1.0,FRUIT - FRESH - CUT AND WHOLE D94,HORTIFRUTI
CR,WALMART,SAN JOSE,70492011,LECHE DELACT 0 50 MAS PROTEIN 946ML EDGE,70492011,1430.0,946.0,ML,75187360,SECUNDARIO,LECHE DELACT MAS PROTEIN 6PACK 5676 G,7500.0,5676.0,GR,6.0,0.95,6070.0,424.48,Mayor al primario - Esperado para pack,2202405.0,297.0,5676.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,DESCUENTO,RURAL NORTE,75053384,ATUN SULI TROCITOS  VEGETALES 4PK 560 GR,75053384,1400.0,560.0,GR,75053385,SECUNDARIO,ATUN SULI TROCITOS VEGETALES 6PK 840 GR,2910.0,840.0,GR,1.5,0.92,1510.0,107.86,Mayor al primario - Esperado para pack,2200386.0,765.0,840.0,SEAFOOD-FISH-D92,SULI
CR,BODEGAS,SAN JOSE,70568251,LECHE DOS PINOS SEMIDESCREMADA 1L TB,70568251,1050.0,1000.0,ML,70493951,SECUNDARIO,DOS PINOS 3 PACK SEMIDESCREMADA LITRO,3120.0,3000.0,ML,3.0,0.97,2070.0,197.14,Mayor al primario - Esperado para pack,2189190.0,710.0,3000.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,WALMART,SAN JOSE,75054018,,,,,,75054016,SECUNDARIO,6PACK TDM ATUN TROZOS EN ACEITE 630GR,5000.0,630.0,GR,2.0,0.9,,,Sin precio,2185736.0,443.0,630.0,SEAFOOD-FISH-D92,TESORO DEL MAR
CR,SUPERMERCADOS,SAN JOSE,70568251,LECHE DOS PINOS SEMIDESCREMADA 1L TB,70568251,1050.0,1000.0,ML,70493951,SECUNDARIO,DOS PINOS 3 PACK SEMIDESCREMADA LITRO,3100.0,3000.0,ML,3.0,0.97,2050.0,195.24,Mayor al primario - Esperado para pack,2147996.0,702.0,3000.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,DESCUENTO,GUANACASTE,75088630,ACEITE SULI VEGETAL 500 ML,75088630,500.0,500.0,ML,75313695,SECUNDARIO,ACEITE SULI VEGETAL 3000ML,3100.0,3000.0,ML,5.99999999999999,0.909090909090909,2600.0,520.0,Mayor al primario - Esperado para pack,2143402.0,699.0,3000.0,OILS & FATS-D92,SULI
CR,WALMART,SAN JOSE,70492011,LECHE DELACT 0 50 MAS PROTEIN 946ML EDGE,70492011,1430.0,946.0,ML,75199848,SECUNDARIO,LECHE 50 MAS PROTEIN 2838GR 3 PACK,4000.0,2838.0,GR,3.0,0.97,2570.0,179.72,Mayor al primario - Esperado para pack,2140141.0,547.0,2838.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,BODEGAS,CARTAGO,75260390,LECHE SULI SEMIDESCREMADA UHT 1000ML,75260390,730.0,1000.0,ML,75260389,SECUNDARIO,LECHE SULI SEMIDESCREMADA UHT 3000ML 3PK,2210.0,3000.0,ML,3.0,0.96,1480.0,202.74,Mayor al primario - Esperado para pack,2133183.0,978.0,3000.0,MILK&CREM-SUBSTUT-SHELF-D95,SULI
CR,DESCUENTO,CARTAGO,70568344,LECHE DOS PINOS DELACTOMY 946 ML EDGE,70568344,1220.0,946.0,ML,70050503,SECUNDARIO,LECHE DOS PINOS DELACTOMY 946 ML 2PACK,1920.0,1892.0,ML,2.0,0.75,700.0,57.38,Mayor al primario - Esperado para pack,2119859.0,1117.0,1892.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,DESCUENTO,CARTAGO,70504537,QUESO CREMA CORONADO ZARCERO 210GR,70504537,1220.0,210.0,GR,70447041,SECUNDARIO,QUESO CREMA CORONADO ZARCER 2PACK 210 GR,1790.0,420.0,GR,2.0,0.85,570.0,46.72,Mayor al primario - Esperado para pack,2119819.0,1212.0,420.0,CHEESES-D90,CORONADO
CR,DESCUENTO,RURAL NORTE,75088630,ACEITE SULI VEGETAL 500 ML,75088630,500.0,500.0,ML,75313695,SECUNDARIO,ACEITE SULI VEGETAL 3000ML,3020.0,3000.0,ML,5.99999999999999,0.909090909090909,2520.0,504.0,Mayor al primario - Esperado para pack,2073749.0,695.0,3000.0,OILS & FATS-D92,SULI
CR,WALMART,SAN JOSE,70568251,LECHE DOS PINOS SEMIDESCREMADA 1L TB,70568251,1050.0,1000.0,ML,70493951,SECUNDARIO,DOS PINOS 3 PACK SEMIDESCREMADA LITRO,3000.0,3000.0,ML,3.0,0.97,1950.0,185.71,Mayor al primario - Esperado para pack,2064942.0,696.0,3000.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,WALMART,SAN JOSE,9002828,YOGUR DOS PINOS TOP ARROZ C CHOC 150GR,9002828,740.0,150.0,GR,70325731,SECUNDARIO,YOGURT DOS PINOS TOP CHOC ARR 4X3 170 GR,2210.0,510.0,GR,3.0,1.0,1470.0,198.65,Mayor al primario - Esperado para pack,2063876.0,864.0,510.0,YOGURT D90,DOS PINOS
CR,DESCUENTO,GUANACASTE,9514981,DOS PINOS LECHE EN POLVO PINITO 400GR,9514981,3000.0,400.0,GR,75171033,SECUNDARIO,LECHE POLVO PINITO 3 PACK 1200GR,6200.0,1200.0,GR,3.0,0.66,3200.0,106.67,Mayor al primario - Esperado para pack,2054163.0,335.0,1200.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,DESCUENTO,ALAJUELA - GAM,70361629,LECHE UHT PROD BIENESTAR 2PINOS 1000 ML,70361629,950.0,1000.0,ML,70156186,SECUNDARIO,LECHE PROD BIENESTAR 3 PACK 1000 ML,2350.0,3000.0,ML,3.0,0.85,1400.0,147.37,Mayor al primario - Esperado para pack,2038966.0,882.0,3000.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,WALMART,SAN JOSE,70106055,ATUN SARDIMAR LIGHT TROZOS EN AGUA 140GR,70106055,1620.0,105.0,GR,70176791,SECUNDARIO,ATUN SARDIMAR AGUA TROZO 6 PACK 140 GR,7300.0,840.0,GR,6.0,0.84,5680.0,350.62,Mayor al primario - Esperado para pack,2037025.0,316.0,840.0,SEAFOOD-FISH-D92,SARDIMAR
CR,DESCUENTO,LIMON,70361629,LECHE UHT PROD BIENESTAR 2PINOS 1000 ML,70361629,970.0,1000.0,ML,70156186,SECUNDARIO,LECHE PROD BIENESTAR 3 PACK 1000 ML,2350.0,3000.0,ML,3.0,0.85,1380.0,142.27,Mayor al primario - Esperado para pack,2036809.0,880.0,3000.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,WALMART,SAN JOSE,9514981,DOS PINOS LECHE EN POLVO PINITO 400GR,9514981,3100.0,400.0,GR,75171033,SECUNDARIO,LECHE POLVO PINITO 3 PACK 1200GR,6200.0,1200.0,GR,3.0,0.66,3100.0,100.0,Mayor al primario - Esperado para pack,2010314.0,334.0,1200.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,DESCUENTO,ALAJUELA - GAM,9514981,DOS PINOS LECHE EN POLVO PINITO 400GR,9514981,3000.0,400.0,GR,75171033,SECUNDARIO,LECHE POLVO PINITO 3 PACK 1200GR,5940.0,1200.0,GR,3.0,0.66,2940.0,98.0,Mayor al primario - Esperado para pack,1990157.0,339.0,1200.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,SUPERMERCADOS,SAN JOSE,70568344,LECHE DOS PINOS DELACTOMY 946 ML EDGE,70568344,1260.0,946.0,ML,70050503,SECUNDARIO,LECHE DOS PINOS DELACTOMY 946 ML 2PACK,1920.0,1892.0,ML,2.0,0.75,660.0,52.38,Mayor al primario - Esperado para pack,1964408.0,1035.0,1892.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,WALMART,SAN JOSE,70499907,TIPO QUESO MOZZ RALLAD GREAT VALUE 227GR,70499907,1470.0,227.0,GR,70499906,SECUNDARIO,TIPO QUESO GREAT VALUE MOZZAR RALL 907GR,5760.0,907.0,GR,3.995595,0.96,4290.0,291.84,Mayor al primario - Esperado para pack,1890651.0,384.0,907.0,CHEESES-D90,GREAT VALUE
CR,BODEGAS,SAN JOSE,9002828,YOGUR DOS PINOS TOP ARROZ C CHOC 150GR,9002828,720.0,150.0,GR,70325731,SECUNDARIO,YOGURT DOS PINOS TOP CHOC ARR 4X3 170 GR,2180.0,510.0,GR,3.0,1.0,1460.0,202.78,Mayor al primario - Esperado para pack,1879622.0,802.0,510.0,YOGURT D90,DOS PINOS
CR,WALMART,SAN JOSE,70568354,LECHE CORONADO DESLACT 2 946ML EDGE,70568354,1030.0,946.0,ML,70568376,SECUNDARIO,LECHE CORONADO DESLACT 2 946ML 6 PACK,5870.0,5676.0,ML,6.0,0.95,4840.0,469.9,Mayor al primario - Esperado para pack,1874757.0,324.0,5676.0,MILK&CREM-SUBSTUT-SHELF-D95,CORONADO
CR,BODEGAS,PACIFICO CENTRAL,9514981,DOS PINOS LECHE EN POLVO PINITO 400GR,9514981,2950.0,400.0,GR,75171033,SECUNDARIO,LECHE POLVO PINITO 3 PACK 1200GR,5840.0,1200.0,GR,3.0,0.66,2890.0,97.97,Mayor al primario - Esperado para pack,1873564.0,325.0,1200.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,BODEGAS,RURAL NORTE,9216954,ACEITE SOYA SABEMAS BOTE 3000 ML,9216954,3500.0,3000.0,ML,70172828,SECUNDARIO,ACEITE SABEMAS SOYA 900 ML,800.0,900.0,ML,0.3,1.07062665850173,-2700.0,-77.14,REVISAR: Precio menor al primario,1860767.0,2357.0,900.0,OILS & FATS-D92,SABEMAS
CR,DESCUENTO,LIMON,9216954,ACEITE SOYA SABEMAS BOTE 3000 ML,9216954,3500.0,3000.0,ML,70279560,SECUNDARIO,SABEMAS ACEITE  SOYA 1500 ML,1670.0,1500.0,ML,0.5,1.05,-1830.0,-52.29,REVISAR: Precio menor al primario,1857661.0,1125.0,1500.0,OILS & FATS-D92,SABEMAS
CR,BODEGAS,CARTAGO,70568303,LECHE LIQ DOS PINOS PINITO TB 1L,70568303,1150.0,1000.0,ML,70050505,SECUNDARIO,LECHE DOS PINOS PINITO LIQ 2PACK 1L,1730.0,2000.0,ML,2.0,0.75,580.0,50.43,Mayor al primario - Esperado para pack,1854725.0,1084.0,2000.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,DESCUENTO,HEREDIA - GAM,9216954,ACEITE SOYA SABEMAS BOTE 3000 ML,9216954,3330.0,3000.0,ML,70279560,SECUNDARIO,SABEMAS ACEITE  SOYA 1500 ML,1670.0,1500.0,ML,0.5,1.05,-1660.0,-49.85,REVISAR: Precio menor al primario,1853967.0,1123.0,1500.0,OILS & FATS-D92,SABEMAS
CR,SUPERMERCADOS,HEREDIA - GAM,70073499,LECHE DOBLE PROTEINA UHT DP 946ML EDGE,70073499,1740.0,946.0,ML,75114759,SECUNDARIO,LECHE DOBLE PROTEINA UHT DP 3PACK 946 ML,4000.0,2838.0,ML,3.0,0.85,2260.0,129.89,Mayor al primario - Esperado para pack,1848926.0,467.0,2838.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,BODEGAS,RURAL NORTE,75053384,ATUN SULI TROCITOS  VEGETALES 4PK 560 GR,75053384,1400.0,560.0,GR,75053385,SECUNDARIO,ATUN SULI TROCITOS VEGETALES 6PK 840 GR,2910.0,840.0,GR,1.5,0.92,1510.0,107.86,Mayor al primario - Esperado para pack,1843635.0,642.0,840.0,SEAFOOD-FISH-D92,SULI
CR,SUPERMERCADOS,HEREDIA - GAM,70568253,LECHE UHT DELACTOMY 2% 946 ML EDGE,70568253,1170.0,946.0,ML,70568318,SECUNDARIO,LECHE UHT DELACTOMY 2% 946 ML 3 PACK,3410.0,2838.0,ML,3.0,0.97,2240.0,191.45,Mayor al primario - Esperado para pack,1835874.0,545.0,2838.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,BODEGAS,SAN JOSE,70308912,CAFE MONTANA PURO 500GR,70308912,5000.0,500.0,GR,70355849,SECUNDARIO,CAFE MONTANA 3 PACK 500 GR,10500.0,1500.0,GR,3.0,1.0,5500.0,110.0,Mayor al primario - Esperado para pack,1827634.0,176.0,1500.0,BEVERAGES - COFFEE-D92,MONTAÑA
CR,BODEGAS,SAN JOSE,9003234,MANTEQUILL CON SAL DOS PINOS BARRA 115GR,9003234,1330.0,115.0,GR,9003724,SECUNDARIO,MANTEQUILLA DOS PINOS CON SAL CAJA 460GR,5260.0,460.0,GR,4.0,0.97,3930.0,295.49,Mayor al primario - Esperado para pack,1823729.0,404.0,460.0,BUTTER AND BUTTER SUBSTITUTES D90,DOS PINOS
CR,DESCUENTO,PE CARTAGO,70055247,HUESO PESCUEZO DE RES KG,70055247,4300.0,1.0,KG,70055192,SECUNDARIO,HUESO CONSOME DE RES KG,3550.0,1.0,KG,1.0,0.6,-750.0,-17.44,REVISAR: Precio menor al primario,1822115.0,759.57,1.0,BEEF -D93,DON CRISTOBAL
CR,BODEGAS,RURAL NORTE,70568251,LECHE DOS PINOS SEMIDESCREMADA 1L TB,70568251,1050.0,1000.0,ML,70493951,SECUNDARIO,DOS PINOS 3 PACK SEMIDESCREMADA LITRO,3120.0,3000.0,ML,3.0,0.97,2070.0,197.14,Mayor al primario - Esperado para pack,1821915.0,591.0,3000.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,DESCUENTO,PE ORIENTAL SAN JOSE ESTE,70055293,MOLIDA ESPECIAL RES MAGRA 85 GRASA 15 KG,70055293,3950.0,1.0,KG,70498829,SECUNDARIO,MOLIDA ESPECIAL 85 MAGRA 15 GRASA 500G,1970.0,500.0,GR,0.5,1.0,-1980.0,-50.13,REVISAR: Precio menor al primario,1814714.0,1155.0,500.0,BEEF -D93,DON CRISTOBAL
CR,BODEGAS,GUANACASTE,9514981,DOS PINOS LECHE EN POLVO PINITO 400GR,9514981,3000.0,400.0,GR,75171033,SECUNDARIO,LECHE POLVO PINITO 3 PACK 1200GR,6200.0,1200.0,GR,3.0,0.66,3200.0,106.67,Mayor al primario - Esperado para pack,1811958.0,296.0,1200.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,DESCUENTO,PACIFICO CENTRAL,75053378,ATUN SULI TROCITOS EN ACEITE 140 GR,75053378,470.0,140.0,GR,75068000,SECUNDARIO,ATÚN SULI TROCITOS EN ACEITE 6PK 840GR,2940.0,840.0,GR,6.0,0.83,2470.0,525.53,Mayor al primario - Esperado para pack,1808235.0,623.0,840.0,SEAFOOD-FISH-D92,SULI
CR,DESCUENTO,CARTAGO,70568251,LECHE DOS PINOS SEMIDESCREMADA 1L TB,70568251,1050.0,1000.0,ML,70493951,SECUNDARIO,DOS PINOS 3 PACK SEMIDESCREMADA LITRO,3120.0,3000.0,ML,3.0,0.97,2070.0,197.14,Mayor al primario - Esperado para pack,1805290.0,586.0,3000.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,SUPERMERCADOS,SAN JOSE,70106055,ATUN SARDIMAR LIGHT TROZOS EN AGUA 140GR,70106055,1450.0,105.0,GR,70193415,SECUNDARIO,ATUN SARDIMAR AGUA 4PACK 560GR,5500.0,105.0,GR,4.0,0.87,4050.0,279.31,Mayor al primario - Esperado para pack,1804638.0,372.0,105.0,SEAFOOD-FISH-D92,SARDIMAR
CR,SUPERMERCADOS,HEREDIA - GAM,70499907,TIPO QUESO MOZZ RALLAD GREAT VALUE 227GR,70499907,1470.0,227.0,GR,75053689,SECUNDARIO,TIPO QUESO MOZZA SEMDESCRE RALLAD 2270GR,6600.0,2270.0,GR,10.0,0.86,5130.0,348.98,Mayor al primario - Esperado para pack,1802682.0,246.0,2270.0,CHEESES-D90,GREAT VALUE
